Epoch,Id,Simplified Expr,Proof,Length Reduced
1,11,((v0 + v1) * 119 + v7) + v8 <= ((((((v0 + v1) * 119 + v2 * 60) + v3 * 8) + v4) + v5) + v3) + v8,"Any[(7, 1), (7, 1), (7, 1), (7, 1), (7, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1)]",0.0
1,12,"(v0 + v1) * 119 + (min((((v2 * 60 + v3 * 8) + v4) + v5) + v3, v7) + v8) <= ((((((v0 + v1) * 119 + v2 * 60) + v3 * 8) + v4) + v5) + v3) + v8","Any[(7, 1), (7, 1), (7, 1), (7, 1), (7, 1), (7, 1), (7, 1), (7, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1)]",0.0
1,13,(v0 + v1) + 119 <= (v0 + v1) + 120 && (((((v0 + v1) - v2) + 127) / 8) * 8 + v2) - 1 <= ((((v0 + v1) - v2) + 134) / 16) * 16 + v2,"Any[(8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1)]",0.0
1,14,(v0 + v1) + 119 <= (v0 + v1) + 120 && (((((v0 + v1) - v2) + 127) / 8) * 8 + v2) - 1 <= (v0 + v1) + 119,"Any[(8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1)]",0.0
1,15,"(v0 + v1) + 119 <= (v0 + v1) + 120 && (((((v0 + v1) - v2) + 127) / 8) * 8 + v2) - 1 <= min(((((v0 + v1) - v2) + 134) / 16) * 16 + v2, (v0 + v1) + 119)","Any[(8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1)]",0.0
1,16,(v0 + v1) + 119 <= (v0 + v1) + 120 && ((v0 + v1) + 120) - 1 <= ((((v0 + v1) - v2) + 134) / 16) * 16 + v2,"Any[(8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1)]",0.0
1,17,(v0 + v1) + 119 <= (v0 + v1) + 120 && ((v0 + v1) + 120) - 1 <= (v0 + v1) + 119,"Any[(8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1)]",0.0
1,18,"(v0 + v1) + 119 <= (v0 + v1) + 120 && ((v0 + v1) + 120) - 1 <= min(((((v0 + v1) - v2) + 134) / 16) * 16 + v2, (v0 + v1) + 119)","Any[(8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1)]",0.0
1,19,"(v0 + v1) + 119 <= (v0 + v1) + 120 && min(((((v0 + v1) - v2) + 127) / 8) * 8 + v2, (v0 + v1) + 120) - 1 <= ((((v0 + v1) - v2) + 134) / 16) * 16 + v2","Any[(8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1)]",0.0
1,20,"(v0 + v1) + 119 <= (v0 + v1) + 120 && min(((((v0 + v1) - v2) + 127) / 8) * 8 + v2, (v0 + v1) + 120) - 1 <= (v0 + v1) + 119","Any[(8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1), (8, 1), (7, 1)]",0.0
