Epoch,Id,Simplified Expr,Proof,Length Reduced
1,21,"v0 <= ((v0 + v1) + 120) - (v1 + 119) && min((((v0 + v1) - v2) + 127) + v2, (v0 + v1) + 120) - 1 <= min((v0 + v1) + 134, (v0 + v1) + 119)","Any[(8, 1), (35, 1), (34, 1), (33, 1), (17, 2), (35, 1), (33, 1), (17, 1), (10, 4), (11, 1)]",12.0
1,22,v0 <= v2 - (v1 + 119) && ((v0 + v1) + 127) - ((((v0 + v1) - v2) + 134) + v2) <= 1,"Any[(8, 1), (35, 1), (34, 2), (34, 1), (17, 2), (31, 2), (33, 1), (17, 1), (10, 1), (11, 1)]",12.0
1,23,v0 + v1 <= v2 - 119 && ((v0 + v1) + 127) - ((v0 + v1) + 119) <= 1,"Any[(35, 1), (34, 2), (34, 1), (34, 1), (31, 2), (33, 1), (31, 1), (17, 1), (10, 1), (11, 1)]",8.0
1,24,v0 <= v2 - (v1 + 119) && (v0 + v1) + 120 <= ((v0 + v1) + 134) + 1,"Any[(8, 1), (35, 1), (34, 2), (34, 2), (34, 1), (17, 1), (31, 2), (31, 2), (10, 3), (11, 1)]",8.0
1,25,v0 <= (v2 - 119) - v1 && 120 <= 119 + 1,"Any[(35, 1), (34, 2), (34, 2), (34, 1), (34, 1), (31, 2), (31, 2), (13, 1), (8, 1), (26, 1)]",8.0
1,26,"v0 <= v2 - (v1 + 119) && (v0 + v1) + 120 <= min((v0 + v1) + 134, (v0 + v1) + 119) + 1","Any[(8, 1), (35, 1), (34, 2), (34, 2), (34, 1), (17, 1), (31, 2), (31, 2), (10, 2), (11, 1)]",8.0
1,27,v0 <= (v2 - 119) - v1 && ((v0 + v1) + 120) - 1 <= (v0 + v1) + 119,"Any[(35, 1), (34, 1), (34, 1), (33, 1), (17, 1), (35, 1), (33, 1), (10, 1), (11, 1), (44, 1)]",14.0
1,28,"v0 + v1 <= min((v0 + 120) + v1, v2) - 119 && ((((v0 + v1) - v2) + 127) + v2) - ((((v0 + v1) - v2) + 134) + v2) <= 1","Any[(35, 1), (34, 2), (34, 1), (34, 1), (31, 2), (33, 1), (31, 1), (17, 2), (17, 1), (10, 1)]",8.0
1,29,"v0 + v1 <= min((v0 + v1) + 120, v2) - 119 && ((v0 + v1) + 127) - ((v0 + v1) + 119) <= 1","Any[(35, 1), (34, 2), (34, 1), (34, 1), (31, 2), (33, 1), (31, 1), (17, 1), (10, 2), (11, 1)]",8.0
1,30,"v0 <= min((v0 + v1) + 120, v2) - (v1 + 119) && ((((v0 + v1) - v2) + 127) + v2) - min((((v0 + v1) - v2) + 134) + v2, (v0 + v1) + 119) <= 1","Any[(8, 1), (35, 1), (34, 2), (34, 1), (17, 2), (31, 2), (33, 1), (17, 1)]",8.0
1,31,"v0 <= (min((v0 + v1) + 120, v2) - 119) - v1 && (v0 + v1) + 120 <= ((v0 + v1) + 134) + 1","Any[(35, 1), (34, 2), (34, 2), (34, 1), (34, 1), (31, 2), (31, 2), (17, 1), (10, 4), (11, 1)]",8.0
1,32,"v0 <= (min((v0 + v1) + 120, v2) - 119) - v1 && 120 <= 119 + 1","Any[(35, 1), (34, 2), (34, 2), (34, 1), (34, 1), (31, 2), (31, 2), (13, 3), (8, 2), (26, 1)]",8.0
1,33,"v0 <= (min((v0 + v1) + 120, v2) - 119) - v1 && (v0 + v1) + 120 <= min((v0 + v1) + 134, (v0 + v1) + 119) + 1","Any[(35, 1), (34, 2), (34, 2), (34, 1), (34, 1), (31, 2), (31, 2), (17, 1), (10, 3), (11, 1)]",8.0
1,34,"v0 <= (min((v0 + v1) + 120, v2) - 119) - v1 && min((v0 + v1) + 127, (v0 + v1) + 120) - 1 <= (((v0 + v1) - v2) + 134) + v2","Any[(35, 1), (34, 1), (34, 1), (33, 1), (17, 2), (35, 1), (33, 1), (17, 1), (10, 2), (11, 1)]",12.0
1,35,"v0 <= (min((v0 + v1) + 120, v2) - 119) - v1 && min((v0 + v1) + 127, (v0 + v1) + 120) - 1 <= (v1 + v0) + 119","Any[(35, 1), (34, 1), (34, 1), (33, 1), (17, 1), (35, 1), (33, 1), (13, 9), (10, 2), (11, 1)]",8.0
1,36,"v0 <= min((v0 + v1) + 120, v2) - (v1 + 119) && min((v0 + v1) + 127, (v0 + v1) + 120) - 1 <= min((((v0 + v1) - v2) + 134) + v2, (v0 + v1) + 119)","Any[(8, 1), (35, 1), (34, 1), (33, 1), (17, 2), (35, 1), (33, 1), (17, 1), (10, 2), (11, 1)]",12.0
1,37,(v2 - 120) - v0 <= v1 && ((v0 + v1) - v2) + 127 <= (((v0 + v1) + 134) + 1) - v2,"Any[(35, 1), (34, 1), (33, 1), (17, 2), (35, 1), (33, 1), (33, 1), (17, 1), (10, 2), (11, 1)]",12.0
1,38,v2 <= 120 + (v0 + v1) && v0 + v1 <= ((((v1 + v0) + 120) - v2) - 127) + v2,"Any[(35, 1), (34, 1), (33, 1), (17, 1), (35, 1), (34, 1), (35, 1), (13, 7), (8, 1), (1, 1)]",6.0
1,39,"(v2 - 120) - v0 <= v1 && ((v0 + v1) - v2) + 127 <= (min((v0 + v1) + 134, (v0 + v1) + 119) + 1) - v2","Any[(35, 1), (34, 1), (33, 1), (17, 2), (35, 1), (33, 1), (33, 1), (17, 1), (10, 1), (11, 1)]",12.0
1,40,v2 - 120 <= v0 + v1 && v0 <= ((((v0 + v1) + 134) + 1) - 120) - v1,"Any[(35, 1), (34, 1), (34, 1), (33, 1), (17, 1), (35, 1), (33, 1), (10, 2), (11, 1)]",8.0
1,41,(v2 - v0) - v1 <= 120 && v0 + v1 <= (v0 + (v1 + 120)) - 120,"Any[(8, 1), (35, 1), (34, 1), (34, 1), (33, 1), (33, 1), (31, 1), (8, 1), (8, 1), (1, 1)]",2.0
1,42,v2 - 120 <= v0 + v1 && v0 <= ((((v0 + v1) + 119) + 1) - 120) - v1,"Any[(35, 1), (34, 1), (34, 1), (33, 1), (17, 1), (35, 1), (33, 1), (10, 1), (11, 1), (44, 1)]",14.0
1,43,"(v2 - 120) - v0 <= v1 && min(((((v0 + v1) - v2) + 127) / 8) * 8 + v2, (v0 + v1) + 120) <= 1 + ((v0 + v1) + 134)","Any[(35, 1), (33, 2), (33, 1), (35, 2), (35, 1), (33, 1), (33, 1), (17, 2), (10, 2), (11, 1)]",8.0
1,44,"v2 - (v1 + 120) <= v0 && min((v0 + v1) + 127, (v0 + v1) + 120) <= 1 + ((v0 + v1) + 119)","Any[(8, 1), (35, 1), (33, 2), (33, 1), (35, 2), (35, 1), (33, 1), (17, 1), (10, 1), (11, 1)]",8.0
1,45,"(v2 - 120) - v0 <= v1 && min((((v0 + v1) - v2) + 127) + v2, (v0 + v1) + 120) <= 1 + min((134 + ((v0 + v1) - v2)) + v2, (v0 + v1) + 119)","Any[(35, 1), (33, 2), (33, 1), (35, 2), (35, 1), (33, 1), (33, 1), (17, 2), (17, 1), (13, 8)]",8.0
1,46,1 && ((((v0 + v1) - v2) + 127) + v2) - ((v1 + v0) + 134) <= 1,"Any[(35, 1), (34, 1), (24, 1), (17, 2), (31, 1), (33, 1), (17, 1), (13, 6), (10, 2), (11, 1)]",14.0
1,47,1 && (((v0 + v1) + 127) - 1) - v0 <= v1 + 119,"Any[(8, 1), (35, 1), (34, 1), (24, 1), (17, 1), (31, 1), (32, 1), (33, 1), (10, 1), (11, 1)]",10.0
1,48,1 && ((((v0 + v1) - v2) + 127) + v2) - ((v0 + v1) + 119) <= 1,"Any[(35, 1), (34, 1), (24, 1), (17, 2), (31, 1), (33, 1), (17, 1), (10, 2), (11, 1), (44, 1)]",20.0
1,49,1 && v1 + v0 <= (((v1 + v0) + 134) + 1) - 120,"Any[(35, 1), (34, 1), (34, 1), (24, 1), (17, 1), (31, 1), (13, 5), (10, 2), (11, 1), (13, 1)]",10.0
1,50,1 && 120 + (v0 + v1) <= (v1 + v0) + 120,"Any[(35, 1), (34, 1), (34, 1), (24, 1), (13, 3), (31, 1), (31, 1), (13, 1), (8, 1), (1, 1)]",4.0
1,51,1 && (v0 + (v1 + 120)) - ((v0 + v1) + 119) <= 1,"Any[(8, 1), (35, 1), (34, 1), (24, 1), (17, 1), (31, 1), (33, 1), (10, 1), (11, 1), (44, 1)]",16.0
1,52,"1 && (min((v0 + v1) + 127, (v0 + v1) + 120) - 1) - (((v0 + v1) - v2) + 134) <= v2","Any[(35, 1), (33, 1), (24, 1), (35, 1), (17, 2), (33, 1), (33, 1), (17, 1), (10, 1), (11, 1)]",14.0
1,53,1 && (((v0 + v1) + 120) - 1) - (v0 + v1) <= 119,"Any[(35, 1), (33, 1), (24, 1), (35, 1), (17, 1), (33, 1), (33, 1), (10, 1), (11, 1), (44, 1)]",16.0
1,54,"1 && min((v0 + v1) + 127, v0 + (v1 + 120)) - 1 <= min((((v0 + v1) - v2) + 134) + v2, (v0 + v1) + 119)","Any[(8, 1), (35, 1), (33, 1), (24, 1), (35, 1), (17, 2), (33, 1), (17, 1), (10, 1), (11, 1)]",14.0
1,55,"v2 <= min(v0 + (120 + v1), v2) && v0 + v1 <= (((((v0 + v1) + 134) + 1) - v2) - 127) + v2","Any[(8, 1), (35, 1), (34, 1), (17, 2), (17, 1), (34, 1), (35, 1), (13, 2), (10, 2), (11, 1)]",12.0
1,56,"v2 <= min((v0 + v1) + 120, v2) && v0 <= (v2 + (((v0 + (v1 + 120)) - v2) - 127)) - v1","Any[(35, 1), (34, 1), (17, 1), (34, 1), (35, 1), (34, 1), (8, 2), (8, 2), (13, 3), (1, 1)]",6.0
1,57,"v2 <= min((v0 + v1) + 120, v2) && v0 <= ((((((v0 + v1) + 119) + 1) - v2) - 127) + v2) - v1","Any[(35, 1), (34, 1), (17, 2), (17, 1), (34, 1), (35, 1), (34, 1), (10, 2), (11, 1), (44, 1)]",18.0
1,58,"v2 <= min((v0 + v1) + 120, v2) && (v0 + v1) + 120 <= (134 + (v1 + v0)) + 1","Any[(35, 1), (34, 1), (34, 1), (17, 1), (13, 6), (31, 1), (31, 1), (13, 7), (8, 4), (11, 1)]",8.0
1,59,"v2 <= min((v0 + v1) + 120, v2) && (v0 + v1) + 120 <= (120 + v0) + v1","Any[(35, 1), (34, 1), (34, 1), (13, 5), (13, 4), (31, 1), (31, 1), (10, 3), (9, 1), (1, 1)]",2.0
1,60,"v2 <= min((v0 + v1) + 120, v2) && (v0 + v1) + 120 <= min(134 + (v0 + v1), (v1 + v0) + 119) + 1","Any[(35, 1), (34, 1), (34, 1), (17, 1), (13, 8), (31, 1), (31, 1), (13, 7), (8, 3), (11, 1)]",8.0
1,61,"v2 <= min((v0 + v1) + 120, v2) && (((v0 + v1) + 120) - 1) - (((v0 + v1) - v2) + 134) <= v2","Any[(35, 1), (33, 1), (17, 2), (35, 1), (17, 1), (33, 1), (33, 1), (10, 2), (11, 1), (44, 1)]",18.0
1,62,"v2 <= min((v0 + v1) + 120, v2) && (((v0 + v1) + 120) - 1) - (v1 + v0) <= 119","Any[(35, 1), (33, 1), (17, 1), (35, 1), (13, 10), (33, 1), (33, 1), (10, 2), (11, 1), (44, 1)]",14.0
1,63,"v2 <= min(v0 + (v1 + 120), v2) && min((((v0 + v1) - v2) + 127) + v2, (v0 + v1) + 120) - 1 <= min((v0 + v1) + 134, (v1 + v0) + 119)","Any[(8, 1), (35, 1), (33, 1), (17, 2), (35, 1), (17, 1), (33, 1), (13, 12), (10, 3), (11, 1)]",12.0
1,64,"(min((v0 + v1) + 119, v2) - 120) - v0 <= v1 && ((v0 + v1) - v2) + 127 <= (((v0 + v1) + 134) + 1) - v2","Any[(35, 1), (34, 1), (33, 1), (17, 2), (35, 1), (33, 1), (33, 1), (17, 1), (10, 3), (11, 1)]",12.0
1,65,"min((v0 + v1) + 119, v2) - (v0 + v1) <= 120 && v0 + v1 <= ((((v0 + v1) + 120) - v2) - 127) + v2","Any[(35, 1), (34, 1), (33, 1), (17, 1), (35, 1), (34, 1), (35, 1), (32, 1), (8, 2), (1, 1)]",6.0
1,66,"(min((v0 + v1) + 119, v2) - 120) - v0 <= v1 && ((v0 + v1) - v2) + 127 <= (min((v0 + v1) + 134, (v0 + v1) + 119) + 1) - v2","Any[(35, 1), (34, 1), (33, 1), (17, 2), (35, 1), (33, 1), (33, 1), (17, 1), (10, 2), (11, 1)]",12.0
1,67,"(min((v0 + v1) + 119, v2) - 120) - v0 <= v1 && v0 <= ((((v0 + v1) + 134) + 1) - 120) - v1","Any[(35, 1), (34, 1), (34, 1), (33, 1), (17, 1), (35, 1), (33, 1), (33, 1), (10, 3), (11, 1)]",8.0
1,68,"min(v0 + (v1 + 119), v2) <= 120 + (v0 + v1) && v0 <= ((120 + (v1 + v0)) - 120) - v1","Any[(8, 1), (35, 1), (34, 1), (34, 1), (33, 1), (13, 6), (35, 1), (13, 5), (9, 3), (1, 1)]",2.0
1,69,"min((v0 + v1) + 119, v2) - 120 <= v0 + v1 && v0 <= ((min((v0 + v1) + 134, 119 + (v0 + v1)) + 1) - 120) - v1","Any[(35, 1), (34, 1), (34, 1), (33, 1), (17, 1), (35, 1), (33, 1), (13, 8), (10, 2), (11, 1)]",8.0
1,70,"(min((v0 + v1) + 119, v2) - 120) - v0 <= v1 && min((((v0 + v1) - v2) + 127) + v2, (v0 + v1) + 120) <= 1 + (v2 + (((v0 + v1) - v2) + 134))","Any[(35, 1), (33, 2), (33, 1), (35, 2), (35, 1), (33, 1), (33, 1), (17, 1), (13, 9), (17, 1)]",8.0
1,71,"(min((v0 + v1) + 119, v2) - 120) - v0 <= v1 && min(((v0 + v1) - v2) + (127 + v2), (v0 + v1) + 120) <= 1 + ((v0 + v1) + 119)","Any[(35, 1), (33, 2), (33, 1), (35, 2), (35, 1), (33, 1), (33, 1), (17, 1), (8, 2)]",4.0
1,72,"(min((v0 + v1) + 119, v2) - 120) - v0 <= v1 && min((((v0 + v1) - v2) + 127) + v2, (v0 + v1) + 120) - min((((v0 + v1) - v2) + 134) + v2, (v0 + v1) + 119) <= 1","Any[(35, 1), (33, 2), (33, 1), (35, 2), (35, 1), (33, 1), (33, 1), (32, 1), (17, 2), (17, 1)]",8.0
1,73,"min((v0 + 119) + v1, v2) <= v2 && v0 <= ((((((v0 + v1) + 134) + 1) - v2) - 127) + v2) - v1","Any[(35, 1), (34, 1), (17, 2), (17, 1), (34, 1), (35, 1), (34, 1), (10, 3), (11, 1), (10, 1)]",12.0
1,74,"min((v1 + v0) + 119, v2) <= v2 && v0 <= (((((v1 + v0) + 120) - v2) - 127) + v2) - v1","Any[(35, 1), (34, 1), (17, 1), (34, 1), (35, 1), (34, 1), (13, 6), (13, 2), (8, 2), (1, 1)]",6.0
1,75,"min((v0 + v1) + 119, v2) <= v2 && v0 <= ((((((v0 + v1) + 119) + 1) - v2) - 127) + v2) - v1","Any[(35, 1), (34, 1), (17, 2), (17, 1), (34, 1), (35, 1), (34, 1), (10, 2), (11, 1), (44, 1)]",18.0
1,76,"min((v0 + v1) + 119, v2) <= v2 && v0 + v1 <= (((v1 + v0) + 134) + 1) - 120","Any[(35, 1), (34, 1), (34, 1), (17, 1), (13, 6), (31, 1), (31, 1), (10, 4), (11, 1), (34, 1)]",8.0
1,77,"min((v0 + v1) + 119, v2) <= v2 && (v1 + v0) + 120 <= 120 + (v1 + v0)","Any[(35, 1), (34, 1), (34, 1), (13, 5), (13, 4), (31, 1), (31, 1), (13, 4), (10, 3), (1, 1)]",2.0
1,78,"min((v0 + v1) + 119, v2) <= v2 && (v0 + v1) + 120 <= min((v1 + v0) + 134, (v1 + v0) + 119) + 1","Any[(35, 1), (34, 1), (34, 1), (17, 1), (13, 8), (31, 1), (31, 1), (13, 8), (10, 3), (11, 1)]",8.0
1,79,"min((v0 + v1) + 119, v2) <= v2 && (((v0 + v1) + 120) - 1) - (((v0 + v1) - v2) + 134) <= v2","Any[(35, 1), (33, 1), (17, 2), (35, 1), (17, 1), (33, 1), (33, 1), (10, 2), (11, 1), (44, 1)]",18.0
1,80,"min((v0 + v1) + 119, v2) <= v2 && (((v0 + v1) + 120) - 1) - (v1 + v0) <= 119","Any[(35, 1), (33, 1), (17, 1), (35, 1), (13, 10), (33, 1), (33, 1), (10, 2), (11, 1), (44, 1)]",14.0
1,81,"min((v0 + v1) + 119, v2) <= v2 && min((v0 + v1) + 127, (v0 + v1) + 120) <= min((((v0 + v1) - v2) + 134) + v2, (v1 + v0) + 119) + 1","Any[(35, 1), (33, 1), (17, 2), (35, 1), (17, 1), (33, 1), (13, 12), (35, 1), (10, 2), (11, 1)]",12.0
1,82,"min((v0 + v1) + 119, v2) <= min((v0 + v1) + 120, v2) && v0 <= (((((v0 + v1) + (134 + 1)) - v2) - 127) + v2) - v1","Any[(35, 1), (34, 1), (17, 2), (17, 1), (34, 1), (35, 1), (34, 1), (10, 4), (11, 1), (8, 3)]",12.0
1,83,"min((v0 + v1) + 119, v2) <= min((v1 + v0) + 120, v2) && v0 <= (((((v1 + v0) + 120) - v2) - 127) + v2) - v1","Any[(35, 1), (34, 1), (17, 1), (34, 1), (35, 1), (34, 1), (13, 8), (13, 4), (8, 3), (1, 1)]",6.0
1,84,"min((v0 + v1) + 119, v2) <= min((v0 + v1) + 120, v2) && ((v0 + v1) + 120) - ((v1 + v0) + 134) <= 1","Any[(35, 1), (34, 1), (34, 1), (17, 1), (13, 8), (31, 1), (31, 1), (33, 1), (10, 4), (11, 1)]",8.0
1,85,"min((v0 + v1) + 119, v2) <= min((v0 + v1) + 120, v2) && 120 + (v0 + v1) <= 120 + (v1 + v0)","Any[(35, 1), (34, 1), (34, 1), (13, 7), (13, 6), (31, 1), (31, 1), (13, 5), (10, 3), (1, 1)]",2.0
1,86,"min((v0 + v1) + 119, v2) <= min((v0 + v1) + 120, v2) && ((v0 + v1) + 120) - 1 <= min((v0 + v1) + 134, (v1 + v0) + 119)","Any[(35, 1), (34, 1), (34, 1), (17, 1), (13, 10), (31, 1), (31, 1), (32, 1), (10, 4), (11, 1)]",8.0
1,87,"min((v0 + v1) + 119, v2) <= min((v1 + v0) + 120, v2) && (min((v0 + v1) + 127, (v0 + v1) + 120) - 1) - (v1 + v0) <= 119","Any[(35, 1), (33, 1), (17, 1), (35, 1), (13, 12), (33, 1), (33, 1), (13, 4), (10, 3), (11, 1)]",8.0
1,88,v0 - (v2 + v1 * 11) <= 12,"Any[(8, 1), (34, 1), (35, 1), (33, 1), (13, 2), (35, 1), (13, 3), (33, 1), (29, 1), (32, 1)]",12.0
1,89,1,"Any[(8, 1), (34, 1), (24, 1)]",14.0
1,90,"v0 <= min((v2 + v1 * 11) + 12, v0)","Any[(34, 1), (34, 1), (35, 1), (7, 1), (13, 1), (11, 1), (33, 1), (13, 2), (29, 1)]",12.0
1,91,1,"Any[(34, 1), (34, 1), (13, 2), (13, 1), (31, 1), (31, 1), (13, 1), (9, 2), (26, 1), (24, 1)]",14.0
1,92,12 + v1 * 11 <= v0 - v2,"Any[(34, 1)]",0.0
1,93,"v1 * 11 + (12 + v2) <= min((v1 * 11 + 12) + v2, v0)","Any[(8, 1), (13, 1), (8, 1), (34, 1), (13, 3), (10, 1), (31, 1)]",0.0
1,94,"min(v0 - (v2 + v1 * 11), 12) <= 12","Any[(8, 1), (26, 1), (13, 1)]",12.0
1,95,1,"Any[(13, 1), (34, 1), (17, 3), (17, 2), (31, 1), (17, 1), (9, 1), (26, 1), (1, 1), (30, 1)]",24.0
1,96,51 + 69 <= 190,"Any[(34, 1), (17, 2), (13, 1), (31, 1), (13, 3), (10, 1), (17, 1), (25, 1)]",16.0
1,97,1,"Any[(34, 1), (17, 1), (13, 1), (31, 1), (10, 1), (26, 1), (34, 1), (2, 1), (30, 1)]",16.0
1,98,v0 - v1 <= ((v0 - v1) + 121) - 120,"Any[(8, 1), (34, 1), (17, 2), (44, 1), (17, 1), (1, 1)]",16.0
1,99,120 <= 190,"Any[(13, 1), (34, 1), (17, 3), (44, 1), (31, 1), (17, 2), (17, 1), (9, 1), (1, 1), (26, 1)]",28.0
1,100,1,"Any[(13, 1), (34, 1), (17, 2), (17, 1), (31, 1), (9, 1), (13, 2), (26, 1), (1, 1), (24, 1)]",20.0
1,101,70 + 120 <= 121,"Any[(13, 1), (17, 1), (9, 1), (26, 1)]",12.0
1,102,1,"Any[(34, 1), (17, 1), (13, 1), (31, 1), (10, 1), (26, 1), (34, 1), (2, 1), (30, 1)]",16.0
1,103,1,"Any[(8, 1), (1, 1), (24, 1)]",12.0
1,104,1,"Any[(8, 1), (13, 1), (34, 1), (1, 1), (17, 1), (44, 1), (31, 1), (26, 1), (24, 1)]",22.0
1,105,1,"Any[(13, 1), (34, 1), (17, 1), (44, 1), (31, 1), (9, 1), (13, 2), (26, 1), (1, 1), (24, 1)]",22.0
1,106,48 + 72 <= 193,"Any[(34, 1), (17, 2), (13, 1), (31, 1), (13, 3), (10, 1), (17, 1), (25, 1)]",16.0
1,107,1,"Any[(34, 1), (17, 1), (13, 1), (31, 1), (10, 1), (26, 1), (34, 1), (2, 1), (30, 1)]",16.0
1,108,v0 - v1 <= ((v0 - v1) + 121) - 120,"Any[(8, 1), (34, 1), (17, 2), (44, 1), (17, 1), (1, 1)]",16.0
1,109,v0 <= v0,"Any[(35, 1), (13, 3), (10, 1), (11, 1), (26, 1)]",8.0
1,110,1,"Any[(13, 1), (34, 1), (17, 3), (17, 1), (31, 1), (17, 1), (9, 1), (26, 1), (1, 1), (30, 1)]",24.0
1,111,1,"Any[(13, 1), (34, 1), (17, 2), (17, 1), (31, 1), (9, 1), (13, 2), (26, 1), (1, 1), (24, 1)]",20.0
1,112,122 <= 122,"Any[(13, 1), (34, 1), (17, 3), (17, 2), (44, 1), (31, 1), (17, 1), (9, 1), (26, 1), (1, 1)]",28.0
1,113,120 + 1 <= 123,"Any[(34, 1), (17, 1), (13, 1), (31, 1), (13, 3), (17, 1), (10, 1), (25, 1)]",16.0
1,114,1,"Any[(34, 1), (17, 1), (13, 1), (31, 1), (10, 1), (26, 1), (34, 1), (2, 1), (30, 1)]",16.0
1,115,v0 <= v1 + (((v0 - v1) + 122) - 121),"Any[(8, 1), (34, 1), (35, 1), (33, 1), (17, 2), (44, 1), (35, 1), (17, 1), (1, 1)]",16.0
1,116,121 <= 123,"Any[(13, 1), (34, 1), (17, 3), (44, 1), (31, 1), (17, 1), (17, 1), (9, 1), (1, 1), (26, 1)]",28.0
1,117,1,"Any[(13, 1), (34, 1), (17, 2), (44, 1), (31, 1), (17, 1), (9, 1), (26, 1), (1, 1), (30, 1)]",26.0
1,118,v0 <= ((((v0 + 149) - 137) - v1) - 12) + v1,"Any[(8, 1), (34, 1), (34, 1), (17, 2), (17, 1), (34, 1), (35, 1), (10, 1), (11, 1), (1, 1)]",14.0
1,119,v0 - v1 <= (((v0 + 13) - 137) - v1) - 12,"Any[(8, 1), (34, 1), (34, 1), (17, 1), (34, 1), (10, 1), (11, 1), (1, 1)]",10.0
1,120,(((v0 - v1) + 12) + v1) + 124 <= (v0 + 13) - 13,"Any[(34, 1), (34, 1), (34, 1), (17, 2), (44, 1), (31, 1), (31, 1), (17, 1), (10, 3), (11, 1)]",18.0
1,121,1,"Any[(34, 1), (13, 2), (13, 1), (31, 1), (9, 1), (32, 1), (33, 1), (29, 1), (35, 1), (24, 1)]",10.0
